1571829281,3,1,1,"CK,C2,CQ,CA;DK,DQ,D10,DA;C10,CJ,C8,C9;DJ,D9,D8,HK;D7,D6,D4,H7;D2,D5,D3,H6;C6,C4,HA,C7;S7,S9,S10,SJ;H10,S6,SK,S8;H8,HJ,HQ,SA;H2,H5,H9,S5;C5,SQ,H4,S3;C3,S4,H3,S2"
1571829281,3,1,1,"C2,CJ,CA,C10;DK,DA,DQ,D9;D10,D8,DJ,D6;HA,D7,D4,SQ;HK,D5,HQ,H9;H10,D3,HJ,H7;H4,D2,H3,H5;CQ,C4,CK,C9;C8,H8,C7,C5;C6,H6,C3,SK;SA,S10,S4,S9;SJ,S6,S3,S8;S5,H2,S2,S7"
1571829281,3,10,1,"CA,CQ,C2,C10;DK,DJ,DA,DQ;D7,D9,D2,D10;D4,D3,H10,D8;HQ,HK,H7,D6;H3,HJ,H5,D5;S9,S7,SJ,S4;CK,CJ,C9,SQ;C7,C4,C8,HA;SK,H8,S10,SA;S5,H6,S8,S3;C6,H4,S6,S2;C5,C3,H2,H9"
1571829281,3,4,1,"CK,C8,CJ,C2;D10,D9,DK,DA;D8,D5,DQ,D7;HA,D2,DJ,D6;HK,H7,D3,D4;CQ,C7,C9,CA;C10,H6,C4,C6;C3,H5,H8,C5;S10,SJ,S9,S7;SK,S8,S4,S6;HQ,H2,H3,HJ;H10,S5,SA,H9;H4,S2,S3,SQ"
1571829281,3,6,1,"CA,C9,C2,CK;DQ,DJ,DA,DK;C10,C7,CJ,CQ;D8,D10,HQ,D7;SQ,D9,HJ,D6;H9,D2,H8,D5;H4,HK,H5,D4;S10,H10,SA,D3;S8,SK,SJ,S2;C8,C6,C4,HA;C5,C3,S7,H7;S6,S9,S4,H6;S5,H3,S3,H2"
1571829281,3,0,1,"CA,CQ,C2,C8;DQ,D10,DA,D7;D5,D8,DK,D6;D2,HA,DJ,D3;H9,HQ,D9,HJ;H3,H5,D4,H8;CJ,C10,CK,C6;S10,SK,S7,SJ;SA,C9,SQ,C5;S6,C7,HK,H6;S4,C4,H10,S9;S3,C3,H7,S8;S2,H4,H2,S5"
1571829281,3,3,1,"C7,C2,CK,CA;D7,DA,D10,DK;D6,DJ,D8,DQ;D4,D9,D2,D5;HK,CJ,C4,CQ;H9,C9,HQ,C10;H7,C8,H5,C5;H3,C6,SA,SQ;H2,C3,SJ,HJ;SK,S9,S8,S7;D3,HA,S6,H8;S10,S2,S4,H6;S5,H10,S3,H4"
1571829281,3,0,1,"C2,CA,CK,C9;D10,DA,DK,D7;D9,DJ,DQ,D4;D8,D5,D2,D3;D6,HA,SQ,H7;C10,C8,CQ,C7;C3,C6,CJ,C5;S9,SA,SJ,SK;HK,C4,HQ,H5;S2,S6,S10,S7;H10,S4,S8,S5;H8,H6,HJ,H2;H3,H4,H9,S3"
1571829281,3,0,1,"C10,C2,CA,CK;DA,DK,DQ,D10;D4,D9,DJ,D8;H10,D3,D5,D7;H9,HK,HA,D6;H8,H2,H7,D2;C8,CJ,C9,CQ;C6,C5,C3,C7;H4,SJ,H6,C4;S10,S9,S5,SQ;SK,S8,S4,SA;S7,S6,H5,HQ;S3,S2,H3,HJ"
1571829281,3,8,1,"C2,CK,C9,CA;DQ,DK,D7,DA;SQ,DJ,D4,D10;HJ,D9,H7,D8;H9,D5,H5,D6;H6,HA,SJ,D3;H3,HQ,S8,D2;CJ,CQ,C6,C8;S10,SA,S7,SK;S9,S6,S5,HK;C10,H10,C5,C7;S4,S3,C4,H8;H2,S2,C3,H4"
1571829281,3,25,1,"CQ,C2,C9,CJ;DQ,DK,D9,DA;D8,D5,D3,DJ;D7,SQ,D2,D10;HK,H10,HA,D6;HJ,H5,HQ,D4;C7,CA,C8,C10;C6,CK,C4,H9;SJ,SA,S9,SK;S3,S6,S7,S10;H6,S2,S4,S8;H2,H4,H8,S5;C5,H3,C3,H7"
1571829281,3,4,1,"CQ,C2,CJ,C7;DA,D5,DK,DQ;DJ,D4,D10,D8;C3,CA,C9,C4;HA,CK,C8,SQ;HQ,C10,S10,HK;HJ,C6,D9,H10;H9,C5,D7,H3;SA,S9,S6,SK;S7,S8,S5,SJ;H8,H7,D2,D6;H4,H6,S3,D3;S4,H5,S2,H2"
1571829281,3,0,1,"C2,CK,CQ,C7;DK,DA,DQ,DJ;D10,D9,D5,D8;D7,D6,HQ,HK;CA,C3,CJ,C5;C8,HJ,C10,H10;SQ,H8,C9,H9;HA,H3,C6,H5;H7,S6,C4,H2;SA,S4,SJ,SK;S9,D4,S10,S8;S7,D3,S3,S5;H6,D2,H4,S2"
1571829281,3,0,1,"CA,CQ,C2,C10;DA,DQ,DK,D6;DJ,D8,D10,D3;C6,C9,CK,C7;HQ,D7,D9,HA;H7,D5,D4,HK;C4,C8,CJ,HJ;H4,H10,D2,H8;H3,C5,C3,H2;S10,S8,SJ,S9;S7,S4,SQ,S5;SK,H6,H9,SA;S6,S3,H5,S2"
1571829281,3,8,1,"CK,C8,C5,C2;DJ,DA,D10,D9;D6,DK,D7,D4;HA,DQ,D5,D2;H6,D8,SQ,HK;SA,D3,H9,HJ;CJ,C3,C4,CA;C10,HQ,H7,CQ;S9,SK,S5,SJ;S7,S6,S2,S10;C9,S4,H5,S8;C7,H10,H4,S3;C6,H3,H2,H8"
1571829281,3,2,1,"C9,CK,CQ,C2;DA,DJ,D8,D9;DK,D5,D7,D2;DQ,D4,SQ,H8;D10,D3,H6,H4;D6,HA,SK,CA;C7,C8,CJ,C6;HJ,HK,C10,C5;H10,HQ,C4,C3;S9,S10,SJ,SA;S5,H7,S8,S6;H9,H3,S7,S4;H5,H2,S2,S3"
1571829281,3,4,1,"C2,C9,C5,CA;DK,D10,DA,D8;D7,D9,DQ,D3;D6,D5,DJ,D2;H10,HA,D4,SQ;CK,C8,C4,CQ;CJ,C3,HK,C7;C10,H9,HQ,C6;SA,SJ,SK,S10;S8,S5,S6,S9;S4,S2,S3,S7;H8,H6,HJ,H7;H2,H4,H3,H5"
1571829281,3,0,1,"C10,C2,CA,CQ;D10,DA,DK,DQ;D8,DJ,D6,SQ;D5,D9,D4,HJ;D3,D7,HA,H10;C8,CK,CJ,C6;C7,C5,C9,C3;HK,HQ,C4,H8;S9,SK,S8,SA;S4,S10,S3,SJ;S2,S7,H9,S5;H3,S6,H4,H7;D2,H6,H2,H5"
1571829281,3,0,1,"CQ,C2,C10,DK;D10,DA,DJ,DQ;D6,D5,D8,D9;D2,HJ,D7,D4;C8,CA,C9,SQ;C7,CK,C4,HA;C6,CJ,C3,H10;HQ,C5,HK,H7;S10,SA,S9,SK;S8,SJ,S5,S7;S3,S6,H9,S2;H8,S4,H5,H4;H2,H6,H3,D3"
1571829281,3,22,1,"C8,C2,CJ,CK;DA,D7,DQ,DK;D8,D5,HK,DJ;D6,D2,H9,D10;SQ,HA,H8,D9;HQ,CA,H7,D4;H10,CQ,H5,D3;C4,C6,C7,C10;C3,C5,H2,C9;SA,SJ,S10,SK;S4,S9,S8,S2;H6,S7,S6,HJ;H4,S5,S3,H3"
1571829281,3,0,1,"C2,CA,CK,C10;D9,DA,DK,DQ;D3,D8,DJ,D7;HA,D4,D10,SQ;H4,HQ,D6,HJ;H3,H10,D5,H5;SA,H9,D2,H2;CJ,CQ,C4,C8;C9,C7,HK,C6;C3,C5,H8,S8;SJ,SK,S3,S7;S9,S10,H7,S4;S5,S6,H6,S2"
1571829281,3,19,1,"C2,CJ,CK,CA;DA,HA,DK,D10;DQ,HQ,DJ,D9;D6,H8,D3,D8;D5,H7,HK,D7;SQ,S10,H6,D4;HJ,C9,SK,D2;C5,C8,CQ,C6;H10,C7,C10,H2;H9,C4,C3,SA;H5,S9,SJ,S8;H4,S5,S7,S6;H3,S2,S3,S4"
1571829281,3,0,1,"CK,CA,C10,C2;DJ,DQ,D9,DA;D10,D5,D8,DK;D6,D2,D7,D4;C3,CQ,C6,C7;HK,CJ,C4,C5;H10,C9,HQ,SQ;H4,C8,H9,HA;SK,S10,SA,S6;SJ,S8,S9,HJ;D3,H8,S7,H6;S4,H7,S5,H3;S3,H5,S2,H2"
1571829281,3,1,1,"C2,C7,CA,C10;D10,DK,D5,DA;D4,DQ,HJ,D9;D3,DJ,H9,D8;D2,D7,H8,SQ;HQ,D6,H5,HK;CK,C6,CQ,C8;C4,C3,CJ,C5;H6,HA,C9,H7;S9,S3,SK,SA;S8,S2,S6,SJ;S7,H10,S5,S10;H2,H4,S4,H3"
1571829281,3,2,1,"C2,CA,CQ,CJ;DK,DA,DQ,D7;SQ,CK,C9,C10;HJ,C8,C5,C7;H10,C4,HA,C6;DJ,HK,D10,D6;D8,H8,D9,D5;D4,H7,D3,D2;SA,S8,S7,SJ;SK,S5,S6,S9;S10,S3,H9,S2;S4,H3,H6,HQ;H4,C3,H5,H2"
1571829281,3,20,1,"CA,C6,CK,C2;DK,DA,DQ,D7;DJ,D6,D9,D4;D10,H7,D5,HA;D8,H6,D3,H10;CQ,C5,C9,CJ;C4,H5,SQ,C10;HQ,SJ,HK,C8;HJ,S9,H9,C7;H8,S8,H4,C3;SA,S5,S10,S7;SK,S4,H2,S6;H3,S2,D2,S3"
1571829281,3,21,1,"CA,C2,CK,C8;D7,DQ,DK,DA;D5,DJ,D6,D10;D3,D9,HQ,D8;C10,CQ,CJ,C5;S8,S9,S6,SJ;D2,SQ,H10,D4;S7,HA,SK,SA;S5,HK,S3,S10;H8,HJ,H9,S4;H6,H7,C9,S2;C7,H5,C6,H4;C4,H3,C3,H2"
1571829281,3,0,1,"CA,CQ,CJ,C2;D6,DA,DK,DQ;D5,D10,DJ,D3;D4,D9,D7,HK;HA,D8,SQ,HJ;H7,D2,HQ,H5;CK,C9,C4,C10;C8,C7,H9,H4;C5,C6,H8,S10;S9,SK,SA,S7;S5,SJ,S8,S6;H6,H10,H3,S4;C3,H2,S2,S3"
1571829281,3,12,1,"CJ,C9,C2,CA;DJ,D3,D10,DA;D8,D2,D9,DK;D7,H9,D5,DQ;C10,C5,C8,CK;C6,C4,HK,CQ;HQ,C3,H10,C7;S8,S10,S6,SJ;S4,S7,SK,S9;H6,H8,H5,HA;S2,S3,H4,S5;D6,SA,H3,SQ;D4,H7,H2,HJ"
1571829281,3,0,1,"C2,C3,CA,CK;DK,D10,DQ,DA;HQ,D7,DJ,D9;HJ,D4,D8,D6;C7,SQ,CQ,C9;C5,HA,CJ,C6;H10,H9,C10,HK;H8,H7,C8,H3;H6,H5,C4,S9;SK,S6,SA,S8;SJ,H4,S10,S4;S7,H2,S3,D5;S5,D3,S2,D2"
1571829281,3,0,1,"C10,C2,CK,CA;DA,DK,D6,D7;D9,DQ,HK,SQ;D8,DJ,HQ,H9;D5,D10,HJ,H4;H10,CQ,C9,CJ;H6,C6,C8,C7;H3,C5,C3,C4;SA,SJ,SK,S9;D4,HA,H8,H2;D3,H5,H7,S7;D2,S8,S10,S4;S6,S2,S5,S3"
1571829281,3,17,1,"CQ,C10,CJ,C2;DA,D8,DK,DJ;D10,D4,DQ,HA;D9,D2,D7,HQ;D5,HJ,D6,H10;C7,C5,C9,CA;H8,H9,C6,CK;SA,H6,C3,C8;S10,H3,SQ,C4;S9,SJ,SK,S5;S8,S4,S7,H7;D3,H2,HK,H5;S6,S2,S3,H4"
1571829281,3,1,1,"CA,C9,CQ,C2;D10,DA,DK,DQ;D8,DJ,D9,D4;D2,D6,D7,SQ;H9,HA,D5,H10;H7,H8,D3,SK;SJ,S6,SA,S10;S7,H6,S3,S9;CK,C6,HK,C7;CJ,C5,HQ,C4;C10,C3,HJ,S8;C8,H5,H4,S5;H3,H2,S2,S4"
1571829281,3,15,1,"CK,CA,C2,C9;D8,DJ,DK,DA;D3,D5,D9,DQ;HK,D4,D7,D10;H8,SQ,D2,D6;CQ,C3,CJ,C8;C4,HA,C10,C6;H5,HJ,C7,HQ;SK,H10,C5,H6;SJ,SA,S5,S8;S9,S10,H9,S6;S7,S3,H7,S2;S4,H3,H2,H4"
1571829281,3,2,1,"CK,C2,C9,CA;DK,D9,DA,D2;DQ,D8,D5,SQ;DJ,HA,D4,HK;D10,HQ,H8,H10;D7,H9,H6,H5;D6,H2,SA,H4;D3,SK,SJ,H3;C7,C10,C5,CQ;HJ,C6,S7,CJ;H7,C4,S5,C8;S10,S8,S4,S6;S9,C3,S3,S2"
1571829281,3,0,1,"C2,CJ,CA,CK;D10,DQ,DK,DA;D3,DJ,D8,D9;D2,D7,D4,D6;HA,D5,SQ,H9;C10,C8,CQ,C9;HK,SJ,SA,S5;HJ,S10,SK,S3;H4,S8,S9,H8;C7,S6,S7,H6;C6,S2,S4,H3;C5,HQ,H10,H2;C3,H7,H5,C4"
1571829281,3,24,1,"C2,C4,CA,CK;DA,DK,DQ,DJ;D5,D7,H10,D10;SQ,D4,H9,D9;HK,D3,H4,D8;HQ,HA,H2,D6;H6,HJ,SA,D2;C10,H8,CQ,C8;C9,H7,CJ,C7;H3,H5,C5,C6;SK,SJ,S6,C3;S10,S8,S5,S4;S9,S7,S2,S3"
1571829281,3,3,1,"C2,C9,CA,C6;DA,DK,D10,DQ;D7,HQ,D8,DJ;D3,HJ,D5,D9;D2,H7,D4,D6;SJ,S8,S9,S10;CJ,C8,CK,SQ;H10,C7,CQ,HK;H4,C4,C10,H8;H3,C3,C5,H5;H2,SK,HA,S5;SA,S7,H9,S4;S6,S2,H6,S3"
1571829281,3,0,1,"CJ,C2,CA,CK;DA,D6,DJ,DQ;DK,HK,D10,D7;D8,H8,D9,D5;D3,H7,D4,D2;C9,CQ,C10,C5;C8,C7,HA,H9;S8,SJ,S9,S10;SQ,C6,HJ,SA;HQ,C4,H10,S7;H5,C3,H6,S6;SK,S4,S3,S5;H2,H4,H3,S2"
1571829281,3,0,1,"CQ,C8,CK,C2;DJ,DA,DK,D10;D8,DQ,D7,D9;CJ,C6,C10,CA;C3,HK,C9,C4;D6,HJ,D5,HQ;D4,H5,D2,H9;D3,H2,H4,H8;SQ,SJ,S5,S10;HA,SA,C7,H7;H10,SK,C5,S9;H6,S8,S4,S7;H3,S3,S2,S6"
1571829281,3,0,1,"CA,C2,CK,C10;DQ,D8,DA,DK;DJ,D7,D10,D9;D6,D5,D4,D2;C6,CQ,C9,C7;SQ,CJ,HA,C3;HK,C8,HQ,H8;HJ,C5,H9,H3;H10,C4,H5,S9;S4,S10,SA,S8;H6,H7,D3,S7;H4,S5,SK,S6;H2,S2,SJ,S3"
1571829281,3,0,1,"CJ,CK,CA,C2;D6,DA,DQ,D5;HK,DK,D10,SQ;HJ,DJ,D9,HA;H6,D7,D8,H10;SK,D4,D3,H8;SJ,D2,H9,H7;C7,C10,C9,CQ;C5,C8,H5,C3;C4,C6,SA,H4;S8,S7,S10,S6;S4,HQ,S9,S5;S3,H3,S2,H2"
1571829281,3,22,1,"C3,CQ,C2,CA;DK,DA,DJ,D10;D9,DQ,D5,D8;HA,C9,C10,CK;D7,H8,D3,D6;D2,H4,HK,D4;HJ,C6,C8,CJ;H10,C4,HQ,C7;H7,H3,H9,C5;S7,SJ,S10,S6;S3,S8,S9,SQ;SA,S5,H6,H5;SK,S2,S4,H2"
1571829281,3,0,1,"C2,CA,C8,C4;D2,DK,DJ,DA;HK,DQ,D4,D8;H10,D10,SQ,D7;H9,D9,HA,D6;CQ,CK,C7,HJ;CJ,C10,C6,H7;SA,S8,SK,S6;S10,S5,SJ,S2;H8,C9,C5,H5;S7,S4,S9,H3;H2,HQ,C3,D5;S3,H4,H6,D3"
1571829281,3,14,1,"C10,CQ,CK,C2;D7,DJ,DA,D9;D3,HA,DK,D6;H8,HK,DQ,D5;H5,H9,D10,D2;H2,H6,D8,HQ;SJ,H4,D4,H3;S7,S6,S8,S10;C8,CJ,SQ,CA;C6,C9,HJ,C4;C5,C7,H10,SA;S3,S5,S4,SK;C3,S2,H7,S9"
1571829281,3,7,1,"CJ,CA,C2,CK;DK,DA,DJ,D6;D9,DQ,D10,D4;HQ,D8,SQ,D3;SA,D7,HA,D2;SJ,D5,H8,H10;S6,SK,S10,H9;S4,S8,S9,H7;C10,HK,C7,CQ;C6,HJ,C5,C9;C4,H6,H4,C8;C3,S5,H2,H5;S2,S3,S7,H3"
1571829281,3,1,1,"CK,C4,CA,C2;DK,DQ,DA,D3;D8,DJ,D7,D2;SQ,D10,D5,HA;H10,D9,HQ,H9;H3,D6,HJ,H8;H2,D4,H6,H7;S7,SK,S10,SA;CQ,HK,C8,CJ;C10,H4,C7,C9;C3,SJ,C5,C6;S6,S8,S3,S9;S2,S4,H5,S5"
1571829281,3,0,1,"CA,C2,C8,C10;D4,DK,DA,DQ;SQ,DJ,D10,D8;H9,D6,D9,D3;H6,D5,D7,D2;CK,C3,C6,C9;CQ,HA,C5,C7;CJ,HQ,HK,C4;SJ,S7,SK,SA;S10,S6,S5,S4;S9,H10,S3,HJ;S8,H4,S2,H7;H5,H2,H8,H3"
1571829281,3,3,1,"CQ,C8,CK,C2;D3,DJ,DA,DK;D2,D10,DQ,D6;SQ,D7,D9,D5;H9,HQ,D8,D4;CJ,C5,C10,CA;C6,H10,C7,C9;C3,H6,HA,C4;SA,SK,S5,SJ;S9,S10,S4,S3;S6,S8,S2,HK;H5,S7,HJ,H7;H3,H4,H8,H2"
1571829281,3,23,1,"C2,CJ,CQ,C7;DK,D9,DQ,DA;D8,D7,DJ,D10;HK,H8,D2,D6;HQ,H7,SQ,D5;H9,H6,HA,D4;H3,H5,HJ,D3;CA,C9,C8,C4;CK,C6,C5,H10;C10,H4,H2,S9;C3,SK,SA,S7;S10,S8,SJ,S6;S4,S2,S5,S3"
1571829281,3,14,1,"C2,C9,CQ,CA;D10,DK,DQ,DA;D6,SQ,D9,DJ;D5,H10,D7,D8;CJ,C8,C6,CK;C10,C7,HA,C4;D4,H8,D3,H4;SA,SJ,S2,S10;SK,S6,H9,S9;S8,S5,H7,S7;HK,H5,H6,H3;HQ,C5,H2,S4;HJ,S3,D2,C3"
1571829281,3,21,1,"C10,CJ,CK,C2;DA,D10,DK,D8;DQ,D9,DJ,D4;D5,D7,D3,H10;HK,D6,D2,H8;S6,S9,SJ,S8;C9,HA,C6,CA;C8,H7,SQ,CQ;C4,H5,HQ,C7;H9,SA,HJ,C5;H6,S5,H4,C3;SK,S4,S10,S3;H3,S2,S7,H2"
1571829281,3,9,1,"C7,CQ,CK,C2;DK,DQ,DA,D6;DJ,D9,D7,SQ;D10,D3,D4,HA;D8,SA,D2,HK;D5,CJ,H9,HJ;C3,C9,C10,CA;HQ,C4,C5,C8;H10,S9,H8,C6;SJ,S6,S10,SK;H3,S5,H4,H7;H2,S4,S8,H6;S7,S3,S2,H5"
1571829281,3,3,1,"CQ,CA,C2,CK;DK,DA,DQ,D9;DJ,D3,D8,D6;D10,H9,D5,D4;D7,H8,SQ,HA;D2,H6,HQ,HK;C6,C10,C7,CJ;H10,C8,C4,C9;H4,C3,HJ,C5;S10,SA,SK,S7;S9,SJ,S8,S6;S5,S4,S3,H7;S2,H5,H3,H2"
1571829281,3,1,1,"CK,C2,C10,CA;D9,DK,HA,DA;D4,DQ,HQ,D6;D3,DJ,H10,HJ;D2,D10,H4,H9;HK,D8,H3,H7;H8,D7,H2,H5;H6,D5,SK,CQ;C9,CJ,C6,C8;SJ,S9,S8,S10;C7,SQ,C3,C5;C4,SA,S5,S7;S6,S3,S4,S2"
1571829281,3,19,1,"CA,C2,C8,CQ;DQ,DK,D7,DA;D6,D10,SQ,DJ;D4,D5,HA,D9;D3,HQ,H10,D8;H9,H6,H7,D2;C6,CK,C5,C9;H8,CJ,H5,C7;H4,C10,H3,HK;S10,C4,SA,HJ;S5,C3,S9,SJ;S4,SK,S8,S6;S2,H2,S7,S3"
1571829281,3,0,1,"CA,CQ,C2,C9;DA,DQ,DK,DJ;D6,D10,D2,D8;SQ,D9,H9,D5;HQ,D7,H8,D4;HJ,D3,H6,HK;S7,SK,SA,SJ;CK,HA,C4,C8;CJ,H4,H5,C6;C10,H2,H3,C5;C7,S10,S6,C3;S3,S9,S5,S4;H7,S8,S2,H10"
1571829281,3,0,1,"CJ,CA,CK,C2;DA,DJ,D6,DK;DQ,D7,D5,D10;D9,HA,D4,D3;D8,HJ,SQ,D2;C10,CQ,H9,C9;C4,C8,H7,C7;S3,SA,S10,S7;HK,SK,S8,S4;H10,SJ,S6,HQ;H8,S9,S5,C6;H5,S2,H6,C5;H4,H3,H2,C3"
1571829281,3,23,1,"C9,C2,CQ,CA;DJ,DK,DA,DQ;D5,D10,D7,D9;D4,D8,D3,D6;C7,C6,C10,CK;C4,C3,HQ,CJ;HA,SQ,H7,C8;HK,H10,H5,C5;SK,SA,SJ,S6;S8,S10,S9,HJ;S7,H9,S5,H8;S4,H3,S3,H6;S2,H2,D2,H4"
1571829281,3,15,1,"CK,C9,C2,C10;D9,DJ,DQ,DA;D7,D10,D4,DK;D6,D3,SQ,D8;D2,HA,H2,D5;C5,C8,CA,C3;H10,C6,CQ,HK;H9,C4,CJ,HQ;H8,H6,C7,HJ;SJ,SK,SA,S7;S9,S10,S5,S6;H7,S8,S3,S4;H3,H5,S2,H4"
1571829281,3,0,1,"C10,CA,CK,C2;DK,DA,DQ,D9;DJ,D10,SQ,D8;D6,D7,HA,D5;HK,D4,SK,D3;H8,D2,CJ,HQ;C7,CQ,C8,C9;S5,SA,SJ,S8;S2,S9,S10,S7;C4,HJ,C6,C5;H6,H10,S6,H3;H5,H9,S4,H2;H4,H7,S3,C3"
1571829281,3,26,1,"C2,CK,CA,C9;DA,D8,DK,DJ;DQ,D7,D10,D3;D5,D6,D9,D2;H9,HK,D4,SQ;C8,C10,CQ,C6;H7,HJ,CJ,C5;H5,H8,C7,C4;H2,H6,C3,HA;S8,SK,SA,S10;S7,SJ,HQ,H10;S5,S6,H4,S9;S2,S4,H3,S3"
1571829281,3,0,1,"CJ,C2,CA,CQ;DA,D8,DK,DQ;D3,D6,DJ,D9;D2,D5,D10,HK;HA,D4,D7,H7;C7,CK,C8,C10;C5,C9,SQ,C6;S10,SA,SJ,SK;S8,S7,S5,S9;C4,H10,HJ,C3;S6,S2,S4,S3;HQ,H9,H8,H5;H3,H6,H4,H2"
1571829281,3,0,1,"CA,CK,CJ,C2;D7,DQ,DA,DK;SQ,DJ,D10,D8;HA,D9,D6,D5;CQ,C9,C6,C7;C10,C5,C4,HK;C8,HJ,C3,H8;SK,SA,SJ,S3;S9,S10,S8,H4;S7,S4,S5,H3;S6,S2,H6,D4;HQ,H9,H5,D3;H10,H7,H2,D2"
1571829281,3,23,1,"CA,C2,CK,CJ;D9,DK,DQ,DA;D4,D8,D10,DJ;D3,D2,D7,D5;HA,HK,D6,HQ;CQ,C8,C10,C7;C6,C3,C9,C5;S8,SJ,S6,S10;S4,S9,S5,S7;H10,H9,H7,HJ;H4,H8,SQ,C4;SK,H6,S3,SA;H2,H3,H5,S2"
1571829281,3,4,1,"CK,CA,C2,C10;DQ,DK,DA,DJ;D4,D9,D7,D10;D3,D5,D6,D8;C8,CQ,CJ,C9;HA,D2,SQ,HQ;C5,C6,C3,C7;H5,H10,HK,C4;SJ,SK,S10,SA;S5,S8,HJ,S9;S3,S7,H8,S6;S2,S4,H7,H9;H2,H3,H6,H4"
1571829281,3,1,1,"CQ,CJ,C2,CK;D7,DQ,DA,DK;D5,DJ,D10,D8;D4,D9,D6,H10;C9,C8,CA,C6;SQ,C7,C10,C4;HK,C3,C5,H7;SA,S6,S4,SK;D3,HA,HQ,SJ;D2,HJ,H8,S10;H9,H2,H6,S9;H4,S5,H5,S8;H3,S2,S3,S7"
1571829281,3,0,1,"CA,C9,C2,CK;DK,DA,DJ,D10;D6,DQ,D8,D9;HA,D7,D4,D3;HJ,D5,SQ,HK;H9,D2,H10,HQ;CQ,C7,C6,C3;CJ,C5,C4,H2;C10,H7,H8,SJ;C8,H4,H5,S9;SA,SK,S10,S6;S2,S7,S8,S5;H6,S4,H3,S3"
1571829281,3,9,1,"CJ,C9,CK,C2;D10,DQ,DK,DA;D5,D8,D3,DJ;D4,D7,SA,D9;HK,HQ,CQ,D6;H9,HJ,SJ,D2;C10,C4,C8,CA;C5,H10,C7,C6;S7,SK,S9,S10;H7,H8,S8,HA;H6,H5,S6,C3;S5,H3,S4,S3;H4,H2,S2,SQ"
1571829281,3,1,1,"CQ,C8,CA,C2;DK,DJ,DQ,DA;D10,D9,D3,D2;D6,D8,H7,SQ;D4,D7,H6,H9;HK,D5,H2,H8;C10,C4,CK,C9;C5,HA,CJ,C6;HQ,HJ,C7,H3;H4,H10,C3,SJ;S8,S5,SA,S10;S6,S2,SK,S9;S4,H5,S3,S7"
1571829281,3,16,1,"CJ,C3,CA,C2;DA,D10,DJ,DQ;DK,D8,D3,D9;D7,D6,HA,D5;D4,D2,HJ,H10;C5,H9,C10,CK;SQ,H5,C9,CQ;HK,SK,C8,C4;HQ,S10,C7,H8;H7,S9,C6,H2;S7,S6,S8,SA;S3,S5,H4,SJ;H6,S4,H3,S2"
1571829281,3,14,1,"C2,C7,CA,C10;DK,DA,D5,D10;D9,DQ,D3,D8;D4,DJ,H10,D7;SQ,D2,H2,D6;CK,C5,CQ,C8;C6,C4,CJ,HA;C3,H7,C9,HJ;SJ,S10,SK,SA;S4,S6,S8,S9;HK,H4,S7,H8;HQ,H3,S5,H6;H9,S3,S2,H5"
1571829281,3,14,1,"CA,CK,C6,C2;DQ,DA,DK,D10;DJ,D9,D7,D8;CQ,CJ,C5,C10;C8,HK,SQ,C9;HQ,D5,D6,D3;SJ,SA,SK,S2;H10,D4,H6,HA;H9,D2,S10,HJ;S8,S7,S9,H8;H7,S6,S5,H2;H4,H5,S4,C4;C7,H3,S3,C3"
1571829281,3,7,1,"C9,C10,CQ,C2;D8,DA,DQ,DK;D4,DJ,D5,D10;D2,D9,H10,D6;SQ,D7,H9,HQ;HK,D3,H7,H2;C7,C8,C6,CA;C5,C3,C4,CK;HJ,HA,H6,CJ;SJ,S6,S10,SA;S7,S2,S5,SK;S4,H4,S3,S9;H8,H3,H5,S8"
1571829281,3,1,1,"CQ,CA,C2,CK;D6,DQ,DK,DA;HK,D9,D10,DJ;H5,D7,D8,D2;C10,D5,D4,HA;C8,CJ,C9,C3;C6,C7,SQ,HJ;C4,C5,H9,H10;S9,SA,SK,SJ;S8,S6,S10,S2;S7,HQ,D3,H8;S5,H4,S4,H6;S3,H2,H7,H3"
1571829281,3,19,1,"CA,CQ,C2,CJ;DQ,DK,DA,D7;DJ,D8,D10,D6;D5,D4,D9,HA;C9,C10,CK,C8;C6,HK,C3,C7;C4,HJ,SQ,C5;S5,SK,SA,S9;H8,S8,SJ,S7;H6,S6,S10,S2;H5,S3,S4,HQ;H2,H4,H9,H10;D3,D2,H7,H3"
1571829281,3,3,1,"C2,CQ,CA,CK;DJ,DA,DK,DQ;D7,D10,D8,D5;D2,D9,HA,D4;SQ,D6,H10,HK;H9,D3,H8,H6;C7,C8,C9,CJ;C5,C3,H4,C10;C4,HQ,H3,C6;SK,S6,S9,SA;SJ,HJ,S8,S10;S7,H7,S5,S4;H2,H5,S3,S2"
1571829281,3,14,1,"CQ,C2,CJ,CK;DA,D5,DQ,DK;D10,D3,D2,DJ;D8,HA,SQ,D9;D7,HQ,HJ,D6;SA,S7,S10,S9;SK,S5,S8,S4;SJ,H6,H8,S3;S6,H5,H2,H10;S2,H4,C9,H7;HK,CA,C7,C6;H9,C10,C5,D4;H3,C8,C3,C4"
1571829281,3,0,1,"CJ,CA,C2,C5;DA,DJ,DQ,D10;DK,D2,D7,D6;D9,HK,D5,D4;D8,H10,H5,D3;C9,CK,CQ,SQ;HJ,C8,C10,HA;H9,C7,C6,HQ;H6,C4,C3,H8;S10,SK,SJ,SA;S4,S9,S7,S8;S3,S6,S5,H4;S2,H7,H3,H2"
